Using device:  cpu
title 923: 0.1
title 360: 0.1
title 244: 0.1
title 894: 0.1
title 683: 0.1
title 623: 0.1
title 412: 0.1
title 33: 0.1
title 392: 0.1
title 583: 0.1
title 783: 0.1
title 9: 0.1
title 654: 0.1
title 405: 0.1
title 461: 0.1
title 516: 0.1
title 267: 0.1
title 610: 0.1
title 60: 0.1
title 300: 0.1
title 984: 0.1
title 817: 0.1
title 627: 0.1
title 528: 0.1
title 515: 0.1
title 18: 0.1
title 881: 0.1
title 308: 0.1
title 140: 0.1
title 269: 0.1
title 413: 0.1
title 518: 0.1
title 445: 0.1
title 535: 0.1
title 35: 0.1
title 409: 0.1
title 106: 0.1
title 113: 0.1
title 596: 0.1
title 287: 0.1
title 115: 0.1
title 51: 0.1
title 400: 0.1
title 773: 0.1
title 931: 0.1
title 150: 0.1
title 522: 0.1
title 975: 0.1
title 552: 0.1
title 748: 0.1
title 332: 0.1
title 219: 0.1
title 811: 0.1
title 704: 0.1
title 230: 0.1
title 81: 0.1
title 99: 0.1
title 730: 0.1
title 803: 0.1
title 77: 0.1
title 346: 0.1
title 652: 0.1
title 598: 0.1
title 330: 0.1
title 961: 0.1
title 737: 0.1
title 34: 0.1
title 468: 0.1
title 279: 0.1
title 198: 0.1
title 136: 0.1
title 905: 0.1
title 674: 0.1
title 101: 0.1
title 902: 0.1
title 369: 0.1
title 8: 0.1
title 968: 0.1
title 204: 0.1
title 407: 0.1
title 425: 0.1
title 849: 0.1
title 843: 0.1
title 495: 0.1
title 63: 0.1
title 320: 0.1
title 912: 0.1
title 513: 0.1
title 650: 0.1
title 967: 0.1
title 656: 0.1
title 180: 0.1
title 702: 0.1
title 796: 0.1
title 29: 0.1
title 399: 0.1
title 814: 0.1
title 693: 0.1
title 169: 0.1
title 739: 0.1
title 718: 0.1
title 498: 0.1
title 770: 0.1
title 91: 0.1
title 428: 0.1
title 994: 0.1
title 927: 0.1
title 382: 0.1
title 223: 0.1
title 102: 0.1
title 317: 0.1
title 256: 0.1
title 43: 0.1
title 985: 0.1
title 869: 0.1
title 710: 0.1
title 404: 0.1
title 755: 0.1
title 723: 0.1
title 960: 0.1
title 151: 0.1
title 619: 0.1
title 385: 0.1
title 285: 0.1
title 514: 0.1
title 97: 0.1
title 738: 0.1
title 50: 0.1
title 555: 0.1
title 138: 0.1
title 273: 0.1
title 54: 0.1
title 709: 0.1
title 79: 0.1
title 547: 0.1
title 777: 0.1
title 536: 0.1
title 848: 0.1
title 335: 0.1
title 377: 0.1
title 233: 0.1
title 520: 0.1
title 451: 0.1
title 899: 0.1
title 452: 0.1
title 570: 0.1
title 938: 0.1
title 836: 0.1
title 162: 0.1
title 764: 0.1
title 483: 0.1
title 863: 0.1
title 112: 0.1
title 324: 0.1
title 914: 0.1
title 952: 0.1
title 225: 0.1
title 291: 0.1
title 908: 0.1
title 772: 0.1
title 86: 0.1
title 692: 0.1
title 573: 0.1
title 553: 0.1
title 278: 0.1
title 298: 0.1
title 70: 0.1
title 426: 0.1
title 822: 0.1
title 864: 0.1
title 937: 0.1
title 682: 0.1
title 664: 0.1
title 441: 0.1
title 649: 0.1
title 829: 0.1
title 397: 0.1
title 103: 0.1
title 504: 0.1
title 83: 0.1
title 974: 0.1
title 977: 0.1
title 910: 0.1
title 427: 0.1
title 600: 0.1
title 972: 0.1
title 224: 0.1
title 735: 0.1
title 418: 0.1
title 546: 0.1
title 172: 0.1
title 135: 0.1
title 259: 0.1
title 395: 0.1
title 679: 0.1
title 782: 0.1
title 697: 0.1
title 818: 0.1
title 963: 0.1
title 10: 0.1
title 668: 0.1
title 182: 0.1
title 831: 0.1
title 477: 0.1
title 602: 0.1
title 212: 0.1
title 815: 0.1
title 439: 0.1
title 449: 0.1
title 71: 0.1
title 506: 0.1
title 778: 0.1
title 642: 0.1
title 740: 0.1
title 254: 0.1
title 460: 0.1
title 918: 0.1
title 765: 0.1
title 995: 0.1
title 936: 0.1
title 701: 0.1
title 281: 0.1
title 731: 0.1
title 851: 0.1
title 675: 0.1
title 143: 0.1
title 401: 0.1
title 667: 0.1
title 580: 0.1
title 589: 0.1
title 677: 0.1
title 565: 0.1
title 11: 0.1
title 455: 0.1
title 633: 0.1
title 421: 0.1
title 655: 0.1
title 447: 0.1
title 117: 0.1
title 379: 0.1
title 953: 0.1
title 828: 0.1
title 16: 0.1
title 362: 0.1
title 911: 0.1
title 544: 0.1
title 550: 0.1
title 774: 0.1
title 724: 0.1
title 170: 0.1
title 156: 0.1
title 316: 0.1
title 129: 0.1
title 982: 0.1
title 669: 0.1
title 280: 0.1
title 561: 0.1
title 854: 0.1
title 292: 0.1
title 222: 0.1
title 966: 0.1
title 393: 0.1
title 519: 0.1
title 0: 0.1
title 563: 0.1
title 745: 0.1
title 313: 0.1
title 503: 0.1
title 160: 0.1
title 95: 0.1
title 396: 0.1
title 47: 0.09
title 951: 0.09
title 508: 0.09
title 319: 0.09
title 604: 0.09
title 647: 0.09
title 643: 0.09
title 487: 0.09
title 195: 0.09
title 599: 0.09
title 728: 0.09
title 858: 0.09
title 943: 0.09
title 930: 0.09
title 808: 0.09
title 665: 0.09
title 443: 0.09
title 373: 0.09
title 293: 0.09
title 236: 0.09
title 860: 0.09
title 884: 0.09
title 352: 0.09
title 823: 0.09
title 431: 0.09
title 891: 0.09
title 289: 0.09
title 658: 0.09
title 221: 0.09
title 586: 0.09
title 391: 0.09
title 371: 0.09
title 177: 0.09
title 597: 0.09
title 424: 0.09
title 524: 0.09
title 146: 0.09
title 211: 0.09
title 839: 0.09
title 878: 0.09
title 727: 0.09
title 867: 0.09
title 743: 0.09
title 203: 0.09
title 790: 0.09
title 327: 0.09
title 463: 0.09
title 813: 0.09
title 493: 0.09
title 900: 0.09
title 686: 0.09
title 742: 0.09
title 74: 0.09
title 750: 0.09
title 284: 0.09
title 581: 0.09
title 188: 0.09
title 807: 0.09
title 939: 0.09
title 417: 0.09
title 365: 0.09
title 490: 0.09
title 708: 0.09
title 296: 0.09
title 711: 0.09
title 816: 0.09
title 725: 0.09
title 384: 0.09
title 821: 0.09
title 613: 0.09
title 512: 0.09
title 234: 0.09
title 537: 0.09
title 294: 0.09
title 660: 0.09
title 403: 0.09
title 471: 0.09
title 118: 0.09
title 347: 0.09
title 505: 0.09
title 571: 0.09
title 389: 0.09
title 465: 0.09
title 226: 0.09
title 611: 0.09
title 591: 0.09
title 30: 0.09
title 609: 0.09
title 866: 0.09
title 183: 0.09
title 24: 0.09
title 374: 0.09
title 36: 0.09
title 527: 0.09
title 819: 0.09
title 126: 0.09
title 272: 0.09
title 673: 0.09
title 75: 0.09
title 567: 0.09
title 3: 0.09
title 350: 0.09
title 921: 0.09
title 242: 0.09
title 45: 0.09
title 209: 0.09
title 913: 0.09
title 757: 0.09
title 523: 0.09
title 90: 0.09
title 850: 0.09
title 56: 0.09
title 229: 0.09
title 361: 0.09
title 496: 0.09
title 624: 0.09
title 337: 0.09
title 438: 0.09
title 132: 0.09
title 886: 0.09
title 58: 0.09
title 343: 0.09
title 885: 0.09
title 252: 0.09
title 926: 0.09
title 688: 0.09
title 311: 0.09
title 862: 0.09
title 595: 0.09
title 601: 0.09
title 638: 0.09
title 964: 0.09
title 916: 0.09
title 80: 0.09
title 93: 0.09
title 406: 0.09
title 785: 0.09
title 684: 0.09
title 846: 0.09
title 216: 0.09
title 588: 0.09
title 4: 0.09
title 928: 0.09
title 290: 0.09
title 66: 0.09
title 253: 0.09
title 978: 0.09
title 194: 0.09
title 897: 0.09
title 92: 0.09
title 78: 0.09
title 446: 0.09
title 989: 0.09
title 834: 0.09
title 69: 0.09
title 545: 0.09
title 833: 0.09
title 584: 0.09
title 758: 0.09
title 941: 0.09
title 618: 0.09
title 38: 0.09
title 307: 0.09
title 502: 0.09
title 398: 0.09
title 800: 0.09
title 321: 0.09
title 809: 0.09
title 107: 0.09
title 286: 0.09
title 100: 0.09
title 617: 0.09
title 700: 0.09
title 237: 0.09
title 593: 0.09
title 521: 0.09
title 592: 0.09
title 699: 0.09
title 729: 0.09
title 676: 0.09
title 569: 0.09
title 832: 0.09
title 13: 0.09
title 260: 0.09
title 265: 0.09
title 119: 0.09
title 678: 0.09
title 333: 0.09
title 608: 0.09
title 411: 0.09
title 109: 0.09
title 261: 0.09
title 137: 0.09
title 889: 0.09
title 322: 0.09
title 925: 0.09
title 181: 0.09
title 775: 0.09
title 694: 0.09
title 798: 0.09
title 414: 0.09
title 872: 0.09
title 753: 0.09
title 336: 0.09
title 340: 0.09
title 787: 0.09
title 466: 0.09
title 749: 0.09
title 52: 0.09
title 476: 0.09
title 998: 0.09
title 560: 0.09
title 271: 0.09
title 530: 0.09
title 372: 0.09
title 22: 0.09
title 295: 0.09
title 494: 0.09
title 37: 0.09
title 121: 0.09
title 144: 0.09
title 497: 0.09
title 76: 0.09
title 622: 0.09
title 906: 0.09
title 741: 0.09
title 82: 0.09
title 474: 0.09
title 440: 0.09
title 907: 0.09
title 57: 0.09
title 788: 0.09
title 200: 0.09
title 14: 0.09
title 510: 0.09
title 685: 0.09
title 509: 0.09
title 499: 0.09
title 217: 0.09
title 529: 0.09
title 659: 0.09
title 68: 0.09
title 375: 0.09
title 408: 0.08
title 26: 0.08
title 932: 0.08
title 65: 0.08
title 139: 0.08
title 698: 0.08
title 27: 0.08
title 326: 0.08
title 436: 0.08
title 769: 0.08
title 302: 0.08
title 979: 0.08
title 491: 0.08
title 856: 0.08
title 124: 0.08
title 88: 0.08
title 355: 0.08
title 751: 0.08
title 566: 0.08
title 501: 0.08
title 564: 0.08
title 196: 0.08
title 903: 0.08
title 208: 0.08
title 794: 0.08
title 763: 0.08
title 42: 0.08
title 469: 0.08
title 837: 0.08
title 7: 0.08
title 922: 0.08
title 122: 0.08
title 363: 0.08
title 218: 0.08
title 492: 0.08
title 736: 0.08
title 666: 0.08
title 603: 0.08
title 500: 0.08
title 805: 0.08
title 72: 0.08
title 890: 0.08
title 779: 0.08
title 540: 0.08
title 707: 0.08
title 959: 0.08
title 944: 0.08
title 306: 0.08
title 358: 0.08
title 942: 0.08
title 993: 0.08
title 746: 0.08
title 381: 0.08
title 25: 0.08
title 368: 0.08
title 637: 0.08
title 799: 0.08
title 901: 0.08
title 635: 0.08
title 680: 0.08
title 84: 0.08
title 955: 0.08
title 786: 0.08
title 275: 0.08
title 159: 0.08
title 717: 0.08
title 46: 0.07
title 475: 0.07
title 898: 0.07
title 481: 0.07
title 167: 0.07
title 171: 0.07
title 893: 0.07
title 155: 0.07
reward_when_clicks_maximized:  (np.float64(0.2643450178254525), np.float64(13.627011091909408))
reward_when_watch_duration_maximized:  (np.float64(0.22704056514462537), np.float64(23.579236724375296))
agent name:  TweedieModelAgent
user 0 / 10000, time taken: 0.003717184066772461
user 1000 / 10000, time taken: 0.07402205467224121
user 2000 / 10000, time taken: 0.05257391929626465
user 3000 / 10000, time taken: 0.05605602264404297
user 4000 / 10000, time taken: 0.08040714263916016
user 5000 / 10000, time taken: 0.07072806358337402
user 6000 / 10000, time taken: 0.06580519676208496
user 7000 / 10000, time taken: 0.06801104545593262
user 8000 / 10000, time taken: 0.06563305854797363
user 9000 / 10000, time taken: 0.04998183250427246
Day 0, actual_clicks_reward: 2012.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 83909.31166282273, max_watch_duration_reward: 235792.36724378375
user 0 / 10000, time taken: 0.0023691654205322266
user 1000 / 10000, time taken: 0.06094717979431152
user 2000 / 10000, time taken: 0.10402417182922363
user 3000 / 10000, time taken: 0.05234098434448242
user 4000 / 10000, time taken: 0.0531768798828125
user 5000 / 10000, time taken: 0.05957293510437012
user 6000 / 10000, time taken: 0.06229567527770996
user 7000 / 10000, time taken: 0.07079386711120605
user 8000 / 10000, time taken: 0.05152726173400879
user 9000 / 10000, time taken: 0.07178115844726562
Day 1, actual_clicks_reward: 1945.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 81392.41358613635, max_watch_duration_reward: 235792.36724378375
user 0 / 10000, time taken: 0.003758668899536133
user 1000 / 10000, time taken: 0.06775307655334473
user 2000 / 10000, time taken: 0.06220388412475586
user 3000 / 10000, time taken: 0.06528592109680176
user 4000 / 10000, time taken: 0.05937814712524414
user 5000 / 10000, time taken: 0.05314779281616211
user 6000 / 10000, time taken: 0.06432199478149414
user 7000 / 10000, time taken: 0.08056187629699707
user 8000 / 10000, time taken: 0.06015896797180176
user 9000 / 10000, time taken: 0.0803530216217041
Day 2, actual_clicks_reward: 2089.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 86752.31625160528, max_watch_duration_reward: 235792.36724378375
Epoch 0, data points: 59897, Loss per data point: 0.26026626872919234
Epoch 10, data points: 59897, Loss per data point: 0.2552686150106605
Epoch 20, data points: 59897, Loss per data point: 0.2551858036486691
Epoch 30, data points: 59897, Loss per data point: 0.255144590435636
Epoch 40, data points: 59897, Loss per data point: 0.2550901407064802
Epoch 50, data points: 59897, Loss per data point: 0.25504464464044163
Epoch 60, data points: 59897, Loss per data point: 0.25513659065381983
Epoch 70, data points: 59897, Loss per data point: 0.25508367113512437
Epoch 80, data points: 59897, Loss per data point: 0.25509932018200865
Epoch 90, data points: 59897, Loss per data point: 0.2550908996439626
Training completed
user 0 / 10000, time taken: 0.00022292137145996094
user 1000 / 10000, time taken: 1.519684076309204
user 2000 / 10000, time taken: 1.4533030986785889
user 3000 / 10000, time taken: 1.308746099472046
user 4000 / 10000, time taken: 1.367260217666626
user 5000 / 10000, time taken: 1.3857908248901367
user 6000 / 10000, time taken: 1.328951120376587
user 7000 / 10000, time taken: 1.3909623622894287
user 8000 / 10000, time taken: 1.4104151725769043
user 9000 / 10000, time taken: 1.3060998916625977
Day 3, actual_clicks_reward: 2134.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 138524.64608439375, max_watch_duration_reward: 235792.36724378375
Epoch 0, data points: 80123, Loss per data point: 0.27356609849963254
Epoch 10, data points: 80123, Loss per data point: 0.2729099427237453
Epoch 20, data points: 80123, Loss per data point: 0.2728916271670539
Epoch 30, data points: 80123, Loss per data point: 0.272911106675851
Epoch 40, data points: 80123, Loss per data point: 0.2728513811241736
Epoch 50, data points: 80123, Loss per data point: 0.2728911950599742
Epoch 60, data points: 80123, Loss per data point: 0.2728603209028997
Epoch 70, data points: 80123, Loss per data point: 0.27285130174554306
Epoch 80, data points: 80123, Loss per data point: 0.27287058531921843
Epoch 90, data points: 80123, Loss per data point: 0.2728716709579788
Training completed
user 0 / 10000, time taken: 0.00011897087097167969
user 1000 / 10000, time taken: 1.6203961372375488
user 2000 / 10000, time taken: 1.6790950298309326
user 3000 / 10000, time taken: 1.6037051677703857
user 4000 / 10000, time taken: 1.5378291606903076
user 5000 / 10000, time taken: 1.5839788913726807
user 6000 / 10000, time taken: 1.6550688743591309
user 7000 / 10000, time taken: 1.4843990802764893
user 8000 / 10000, time taken: 1.3897180557250977
user 9000 / 10000, time taken: 1.4182770252227783
Day 4, actual_clicks_reward: 2142.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 123394.1095822451, max_watch_duration_reward: 235792.36724378375
Epoch 0, data points: 100191, Loss per data point: 0.28062305364677204
Epoch 10, data points: 100191, Loss per data point: 0.27993678117619136
Epoch 20, data points: 100191, Loss per data point: 0.27991245328619146
Epoch 30, data points: 100191, Loss per data point: 0.27986247503040373
Epoch 40, data points: 100191, Loss per data point: 0.2799105060690587
Epoch 50, data points: 100191, Loss per data point: 0.2798863299525412
Epoch 60, data points: 100191, Loss per data point: 0.2798541519658557
Epoch 70, data points: 100191, Loss per data point: 0.27988056533487105
Epoch 80, data points: 100191, Loss per data point: 0.2798886633520409
Epoch 90, data points: 100191, Loss per data point: 0.2798902905312989
Training completed
user 0 / 10000, time taken: 0.0001373291015625
user 1000 / 10000, time taken: 1.694352149963379
user 2000 / 10000, time taken: 1.6018810272216797
user 3000 / 10000, time taken: 1.589897871017456
user 4000 / 10000, time taken: 1.546431064605713
user 5000 / 10000, time taken: 1.7235667705535889
user 6000 / 10000, time taken: 1.6390140056610107
user 7000 / 10000, time taken: 1.5902900695800781
user 8000 / 10000, time taken: 1.5627882480621338
user 9000 / 10000, time taken: 1.5903019905090332
Day 5, actual_clicks_reward: 2067.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 127665.76549999574, max_watch_duration_reward: 235792.36724378375
Epoch 0, data points: 120379, Loss per data point: 0.28571663257828717
Epoch 10, data points: 120379, Loss per data point: 0.2855288048851477
Epoch 20, data points: 120379, Loss per data point: 0.28549401895710685
Epoch 30, data points: 120379, Loss per data point: 0.2855073762085178
Epoch 40, data points: 120379, Loss per data point: 0.28549770206159275
Epoch 50, data points: 120379, Loss per data point: 0.28548532536474275
Epoch 60, data points: 120379, Loss per data point: 0.2854810976560454
Epoch 70, data points: 120379, Loss per data point: 0.28548986480267724
Epoch 80, data points: 120379, Loss per data point: 0.28547456570909246
Epoch 90, data points: 120379, Loss per data point: 0.28545708844821327
Training completed
user 0 / 10000, time taken: 0.00014901161193847656
user 1000 / 10000, time taken: 1.6490018367767334
user 2000 / 10000, time taken: 1.5983130931854248
user 3000 / 10000, time taken: 1.6418120861053467
user 4000 / 10000, time taken: 1.5423071384429932
user 5000 / 10000, time taken: 1.5554313659667969
user 6000 / 10000, time taken: 1.6099820137023926
user 7000 / 10000, time taken: 1.5630629062652588
user 8000 / 10000, time taken: 1.6022088527679443
user 9000 / 10000, time taken: 1.5838901996612549
Day 6, actual_clicks_reward: 2049.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 148433.51235148637, max_watch_duration_reward: 235792.36724378375
Epoch 0, data points: 140289, Loss per data point: 0.293270981915369
Epoch 10, data points: 140289, Loss per data point: 0.29299035228441045
Epoch 20, data points: 140289, Loss per data point: 0.2929717991742605
Epoch 30, data points: 140289, Loss per data point: 0.293613276581456
Epoch 40, data points: 140289, Loss per data point: 0.29298686917300665
Epoch 50, data points: 140289, Loss per data point: 0.2929601056818342
Epoch 60, data points: 140289, Loss per data point: 0.29297530946887307
Epoch 70, data points: 140289, Loss per data point: 0.2929806227656455
Epoch 80, data points: 140289, Loss per data point: 0.2929776119163954
Epoch 90, data points: 140289, Loss per data point: 0.29296400848702575
Training completed
user 0 / 10000, time taken: 0.00013899803161621094
user 1000 / 10000, time taken: 1.5912389755249023
user 2000 / 10000, time taken: 1.5789728164672852
user 3000 / 10000, time taken: 1.5810775756835938
user 4000 / 10000, time taken: 1.559945821762085
user 5000 / 10000, time taken: 1.5769751071929932
user 6000 / 10000, time taken: 1.530480146408081
user 7000 / 10000, time taken: 1.6832399368286133
user 8000 / 10000, time taken: 1.6339340209960938
user 9000 / 10000, time taken: 1.6214981079101562
Day 7, actual_clicks_reward: 2184.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 177584.85955914436, max_watch_duration_reward: 235792.36724378375
Epoch 0, data points: 160371, Loss per data point: 0.3028124627392009
Epoch 10, data points: 160371, Loss per data point: 0.3028174985565725
Epoch 20, data points: 160371, Loss per data point: 0.30278807680804465
Epoch 30, data points: 160371, Loss per data point: 0.3027775377408109
Epoch 40, data points: 160371, Loss per data point: 0.30278170137710875
Epoch 50, data points: 160371, Loss per data point: 0.3027844911737507
Epoch 60, data points: 160371, Loss per data point: 0.30274506109581517
Epoch 70, data points: 160371, Loss per data point: 0.3027771158271488
Epoch 80, data points: 160371, Loss per data point: 0.302805377075982
Epoch 90, data points: 160371, Loss per data point: 0.30276792486533216
Training completed
user 0 / 10000, time taken: 0.00012087821960449219
user 1000 / 10000, time taken: 1.578941822052002
user 2000 / 10000, time taken: 1.5555338859558105
user 3000 / 10000, time taken: 1.5643949508666992
user 4000 / 10000, time taken: 1.616023063659668
user 5000 / 10000, time taken: 1.6372637748718262
user 6000 / 10000, time taken: 1.5089099407196045
user 7000 / 10000, time taken: 1.7037081718444824
user 8000 / 10000, time taken: 1.5917408466339111
user 9000 / 10000, time taken: 1.6863811016082764
Day 8, actual_clicks_reward: 2252.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 179328.08871625905, max_watch_duration_reward: 235792.36724378375
Epoch 0, data points: 180347, Loss per data point: 0.3107381129791384
Epoch 10, data points: 180347, Loss per data point: 0.3107593441769407
Epoch 20, data points: 180347, Loss per data point: 0.31069651510751617
Epoch 30, data points: 180347, Loss per data point: 0.31069795421198515
Epoch 40, data points: 180347, Loss per data point: 0.31073342217189
Epoch 50, data points: 180347, Loss per data point: 0.31070766932191735
Epoch 60, data points: 180347, Loss per data point: 0.31073155264829655
Epoch 70, data points: 180347, Loss per data point: 0.3107059605957235
Epoch 80, data points: 180347, Loss per data point: 0.31072315555564406
Epoch 90, data points: 180347, Loss per data point: 0.3107182621202993
Training completed
user 0 / 10000, time taken: 0.00014090538024902344
user 1000 / 10000, time taken: 1.610832929611206
user 2000 / 10000, time taken: 1.649406909942627
user 3000 / 10000, time taken: 1.469106912612915
user 4000 / 10000, time taken: 1.5678279399871826
user 5000 / 10000, time taken: 1.5878970623016357
user 6000 / 10000, time taken: 1.5405960083007812
user 7000 / 10000, time taken: 1.6475629806518555
user 8000 / 10000, time taken: 1.475494146347046
user 9000 / 10000, time taken: 1.6197659969329834
Day 9, actual_clicks_reward: 2145.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 173655.03042066572, max_watch_duration_reward: 235792.36724378375
Epoch 0, data points: 200370, Loss per data point: 0.3164682533163067
Epoch 10, data points: 200370, Loss per data point: 0.31642391088272204
Epoch 20, data points: 200370, Loss per data point: 0.3164276660925472
Epoch 30, data points: 200370, Loss per data point: 0.31643405281903053
Epoch 40, data points: 200370, Loss per data point: 0.3163807489691472
Epoch 50, data points: 200370, Loss per data point: 0.31641137545091064
Epoch 60, data points: 200370, Loss per data point: 0.3164168196999575
Epoch 70, data points: 200370, Loss per data point: 0.3164412265326762
Epoch 80, data points: 200370, Loss per data point: 0.31641435900651665
Epoch 90, data points: 200370, Loss per data point: 0.31640780275617764
Training completed
user 0 / 10000, time taken: 0.00011897087097167969
user 1000 / 10000, time taken: 1.6005871295928955
user 2000 / 10000, time taken: 1.695713996887207
user 3000 / 10000, time taken: 1.5048828125
user 4000 / 10000, time taken: 1.6137101650238037
user 5000 / 10000, time taken: 1.6281063556671143
user 6000 / 10000, time taken: 1.6073107719421387
user 7000 / 10000, time taken: 1.4985249042510986
user 8000 / 10000, time taken: 1.6663181781768799
user 9000 / 10000, time taken: 1.6122102737426758
Day 10, actual_clicks_reward: 2152.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 176556.48146865188, max_watch_duration_reward: 235792.36724378375
Epoch 0, data points: 220354, Loss per data point: 0.32142028255312555
Epoch 10, data points: 220354, Loss per data point: 0.32142297329409225
Epoch 20, data points: 220354, Loss per data point: 0.32140103496542616
Epoch 30, data points: 220354, Loss per data point: 0.3213939722578205
Epoch 40, data points: 220354, Loss per data point: 0.3214207306420802
Epoch 50, data points: 220354, Loss per data point: 0.32138716417468755
Epoch 60, data points: 220354, Loss per data point: 0.32140160839524995
Epoch 70, data points: 220354, Loss per data point: 0.3213726003650607
Epoch 80, data points: 220354, Loss per data point: 0.3214279154965506
Epoch 90, data points: 220354, Loss per data point: 0.32140071574892276
Training completed
user 0 / 10000, time taken: 0.00011801719665527344
user 1000 / 10000, time taken: 1.5747339725494385
user 2000 / 10000, time taken: 1.647397756576538
user 3000 / 10000, time taken: 1.6243209838867188
user 4000 / 10000, time taken: 1.705009937286377
user 5000 / 10000, time taken: 1.4653630256652832
user 6000 / 10000, time taken: 1.7134761810302734
user 7000 / 10000, time taken: 1.6350090503692627
user 8000 / 10000, time taken: 1.5271708965301514
user 9000 / 10000, time taken: 1.6365838050842285
Day 11, actual_clicks_reward: 2273.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 179232.5101664065, max_watch_duration_reward: 235792.36724378375
Epoch 0, data points: 240238, Loss per data point: 0.3258642574940502
Epoch 10, data points: 240238, Loss per data point: 0.32584843700940147
Epoch 20, data points: 240238, Loss per data point: 0.3258438239505959
Epoch 30, data points: 240238, Loss per data point: 0.32584687403279533
Epoch 40, data points: 240238, Loss per data point: 0.32585443727018526
Epoch 50, data points: 240238, Loss per data point: 0.3258454083020859
Epoch 60, data points: 240238, Loss per data point: 0.3258157314978436
Epoch 70, data points: 240238, Loss per data point: 0.32582937400309814
Epoch 80, data points: 240238, Loss per data point: 0.32584796686318335
Epoch 90, data points: 240238, Loss per data point: 0.3258412045815365
Training completed
user 0 / 10000, time taken: 0.00011181831359863281
user 1000 / 10000, time taken: 1.676318883895874
user 2000 / 10000, time taken: 1.5519189834594727
user 3000 / 10000, time taken: 1.6149508953094482
user 4000 / 10000, time taken: 1.724212884902954
user 5000 / 10000, time taken: 1.5520431995391846
user 6000 / 10000, time taken: 1.6826801300048828
user 7000 / 10000, time taken: 1.6627888679504395
user 8000 / 10000, time taken: 1.5578458309173584
user 9000 / 10000, time taken: 1.696227788925171
Day 12, actual_clicks_reward: 2196.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 181012.64712655594, max_watch_duration_reward: 235792.36724378375
agent name:  TweedieModelAgent
model parameters:  <generator object Module.parameters at 0x13887e200>
actual_clicks_reward (rounded):  27640.0
max_clicks_reward (rounded):  34364.85
actual_watch_duration_reward (rounded):  1857441.69
max_watch_duration_reward (rounded):  3065300.77
agent name:  RegressionModelAgent
user 0 / 10000, time taken: 0.0017151832580566406
user 1000 / 10000, time taken: 0.06158900260925293
user 2000 / 10000, time taken: 0.06884312629699707
user 3000 / 10000, time taken: 0.060546159744262695
user 4000 / 10000, time taken: 0.07057499885559082
user 5000 / 10000, time taken: 0.0568540096282959
user 6000 / 10000, time taken: 0.06986761093139648
user 7000 / 10000, time taken: 0.0712897777557373
user 8000 / 10000, time taken: 0.06310582160949707
user 9000 / 10000, time taken: 0.055567026138305664
Day 0, actual_clicks_reward: 2026.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 86313.50372390203, max_watch_duration_reward: 235792.36724378375
user 0 / 10000, time taken: 0.003756999969482422
user 1000 / 10000, time taken: 0.06432533264160156
user 2000 / 10000, time taken: 0.05379605293273926
user 3000 / 10000, time taken: 0.059072017669677734
user 4000 / 10000, time taken: 0.0683438777923584
user 5000 / 10000, time taken: 0.05803179740905762
user 6000 / 10000, time taken: 0.07022500038146973
user 7000 / 10000, time taken: 0.06950020790100098
user 8000 / 10000, time taken: 0.06764507293701172
user 9000 / 10000, time taken: 0.07121682167053223
Day 1, actual_clicks_reward: 1992.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 84688.46487730618, max_watch_duration_reward: 235792.36724378375
user 0 / 10000, time taken: 0.0016469955444335938
user 1000 / 10000, time taken: 0.052651166915893555
user 2000 / 10000, time taken: 0.06262707710266113
user 3000 / 10000, time taken: 0.06438922882080078
user 4000 / 10000, time taken: 0.0646662712097168
user 5000 / 10000, time taken: 0.0646510124206543
user 6000 / 10000, time taken: 0.055233001708984375
user 7000 / 10000, time taken: 0.07746195793151855
user 8000 / 10000, time taken: 0.06278705596923828
user 9000 / 10000, time taken: 0.05973315238952637
Day 2, actual_clicks_reward: 2069.0, max_clicks_reward: 2643.450178254107, actual_watch_duration_reward: 88908.18535089133, max_watch_duration_reward: 235792.36724378375
Epoch 0, data points: 59825, Loss per data point: 11.061198917972746
Epoch 10, data points: 59825, Loss per data point: 11.013443615997481
Epoch 20, data points: 59825, Loss per data point: 11.00767241390689
Epoch 30, data points: 59825, Loss per data point: 11.004172793116172
Epoch 40, data points: 59825, Loss per data point: 11.005808563854124
Epoch 50, data points: 59825, Loss per data point: 11.003019769399971
Epoch 60, data points: 59825, Loss per data point: 11.012010276673282
